id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
231,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,273.03970172429376,273.03970172429376,269.93795653209105,273.03970172429376
213,SINK_M,SimpleCase,Actuator,M.B,2,1,12,1,ServiceA,0,274.0397062697483,274.0397062697483,259.30773390804626,274.0397062697483
224,SINK_M,SimpleCase,Actuator,M.B,14,1,9,1,ServiceA,0,275.03993354247564,275.03993354247564,267.01006111111144,275.03993354247564
247,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,276.0002011904758,284.93874867650936,274.0,276.0002011904758
237,COMP_M,SimpleCase,ServiceA,M.A,0,13,0,8,Sensor,4.938271604938271,276.0112266666668,280.9494982716051,264.0,276.0112266666668
236,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,276.0399380879302,276.0399380879302,273.9386570098429,276.0399380879302
249,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,277.0002083333329,285.98897237827674,276.0,277.0002083333329
235,COMP_M,SimpleCase,ServiceA,M.A,0,2,0,12,Sensor,2.2988505747126435,277.01110555555573,279.30995613026835,262.0,277.01110555555573
239,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,277.0399426333847,277.0399426333847,275.9888890449436,277.0399426333847
223,SINK_M,SimpleCase,Actuator,M.B,5,1,15,1,ServiceA,0,278.03994717883927,278.03994717883927,266.2634695394593,278.03994717883927
232,SINK_M,SimpleCase,Actuator,M.B,12,1,7,1,ServiceA,0,279.04010020914234,279.04010020914234,272.07384113924076,279.04010020914234
226,SINK_M,SimpleCase,Actuator,M.B,4,1,14,1,ServiceA,0,281.0401835424757,281.0401835424757,270.2959970342526,281.0401835424757
238,COMP_M,SimpleCase,ServiceA,M.A,0,6,0,16,Sensor,2.292263610315186,282.0114490929706,284.3037127032858,265.0,282.0114490929706
241,COMP_M,SimpleCase,ServiceA,M.A,0,14,0,9,Sensor,5.0,282.0117277777779,287.0117277777779,268.0,282.0117277777779
242,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,283.0001698515767,283.0001698515767,281.00016020408134,283.0001698515767
233,SINK_M,SimpleCase,Actuator,M.B,16,1,11,1,ServiceA,0,284.00017439703123,284.00017439703123,275.0421737338632,284.00017439703123
255,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,284.0002685374144,294.0002685374144,282.0,284.0002685374144
243,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,285.0001789424858,285.0001789424858,281.8767120695254,285.0001789424858
256,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,285.0002771929819,294.87682040285847,283.0,285.0002771929819
246,COMP_M,SimpleCase,ServiceA,M.A,0,12,0,7,Sensor,5.063291139240507,285.01205000000004,290.07534113924055,273.0,285.01205000000004
252,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,285.98897237827674,294.97773642322056,279.0,280.00023333333286
244,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,286.0001834879403,286.0001834879403,282.9380648654241,286.0001834879403
257,COMP_M,SimpleCase,ServiceA,M.A,0,9,0,4,Sensor,9.937888198757763,286.0002849999994,295.93817319875717,284.0,286.0002849999994
240,COMP_M,SimpleCase,ServiceA,M.A,0,5,0,15,Sensor,2.2535211267605635,286.0115039682541,288.26502509501466,267.0,286.0115039682541
234,SINK_M,SimpleCase,Actuator,M.B,15,1,10,1,ServiceA,0,287.00018803339486,287.00018803339486,276.9798365236215,287.00018803339486
258,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,287.00029285714226,295.9388403431758,285.0,287.00029285714226
247,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,288.0001925788494,288.0001925788494,284.93874867650936,288.0001925788494
249,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,289.00019712430395,289.00019712430395,285.98897237827674,289.00019712430395
227,SINK_M,SimpleCase,Actuator,M.B,3,1,13,1,ServiceA,0,290.0002016697585,290.0002016697585,274.2830650505053,290.0002016697585
245,COMP_M,SimpleCase,ServiceA,M.A,0,4,0,14,Sensor,2.2857142857142856,290.0115605263159,292.2972748120302,272.0,290.0115605263159
250,COMP_M,SimpleCase,ServiceA,M.A,0,15,0,10,Sensor,4.968944099378882,290.0123924242424,294.9813365236213,277.0,290.0123924242424
237,SINK_M,SimpleCase,Actuator,M.B,13,1,8,1,ServiceA,0,291.00020621521304,291.00020621521304,280.9494982716051,291.00020621521304
235,SINK_M,SimpleCase,Actuator,M.B,2,1,12,1,ServiceA,0,292.0002107606676,292.0002107606676,279.30995613026835,292.0002107606676
251,COMP_M,SimpleCase,ServiceA,M.A,0,16,0,11,Sensor,5.031446540880503,292.0125605263158,297.0440070671963,278.0,292.0125605263158
241,SINK_M,SimpleCase,Actuator,M.B,14,1,9,1,ServiceA,0,293.0406835424758,293.0406835424758,287.0117277777779,293.0406835424758
248,COMP_M,SimpleCase,ServiceA,M.A,0,3,0,13,Sensor,2.272727272727273,294.01161555555564,296.2843428282829,275.0,294.01161555555564
260,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,294.97773642322056,303.9665004681644,287.0,288.00029999999936
238,SINK_M,SimpleCase,Actuator,M.B,6,1,16,1,ServiceA,0,295.04076687580914,295.04076687580914,284.3037127032858,295.04076687580914
254,COMP_M,SimpleCase,ServiceA,M.A,0,13,0,8,Sensor,4.938271604938271,296.01289333333324,300.9511649382715,281.0,296.01289333333324
252,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,296.0407714212637,296.0407714212637,294.97773642322056,296.0407714212637
267,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,297.0000602040815,307.0000602040815,295.0,297.0000602040815
253,COMP_M,SimpleCase,ServiceA,M.A,0,2,0,12,Sensor,2.2988505747126435,297.01277222222217,299.3116227969348,280.0,297.01277222222217
255,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,297.04077596671823,297.04077596671823,294.0002685374144,297.04077596671823
256,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,298.0407805121728,298.0407805121728,294.87682040285847,298.0407805121728
246,SINK_M,SimpleCase,Actuator,M.B,12,1,7,1,ServiceA,0,299.0407850576273,299.0407850576273,290.07534113924055,299.0407850576273
268,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,300.00001785714284,308.9385653431764,298.0,300.00001785714284
261,COMP_M,SimpleCase,ServiceA,M.A,0,14,0,9,Sensor,5.0,300.0132277777777,305.0132277777777,288.0,300.0132277777777
257,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,300.04078960308186,300.04078960308186,295.93817319875717,300.04078960308186
269,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,301.00002719298243,310.876570402859,299.0,301.00002719298243
258,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,301.0407941485364,301.0407941485364,295.9388403431758,301.0407941485364
270,COMP_M,SimpleCase,ServiceA,M.A,0,9,0,4,Sensor,9.937888198757763,302.0000349999999,311.9379231987577,300.0,302.0000349999999
259,COMP_M,SimpleCase,ServiceA,M.A,0,6,0,16,Sensor,2.292263610315186,302.01311575963706,304.3053793699522,286.0,302.01311575963706
240,SINK_M,SimpleCase,Actuator,M.B,5,1,15,1,ServiceA,0,302.04079869399095,302.04079869399095,288.26502509501466,302.04079869399095
263,COMP_M,SimpleCase,ServiceA,M.A,0,12,0,7,Sensor,5.063291139240507,303.01354999999984,308.07684113924034,291.0,303.01354999999984
250,SINK_M,SimpleCase,Actuator,M.B,15,1,10,1,ServiceA,0,303.0408032394455,303.0408032394455,294.9813365236213,303.0408032394455
264,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,303.9665004681644,312.9552645131082,292.0,293.00002499999994
245,SINK_M,SimpleCase,Actuator,M.B,4,1,14,1,ServiceA,0,304.04080778490004,304.04080778490004,292.2972748120302,304.04080778490004
260,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,305.0408123303546,305.0408123303546,303.9665004681644,305.0408123303546
262,COMP_M,SimpleCase,ServiceA,M.A,0,5,0,15,Sensor,2.2535211267605635,306.01344841269827,308.26696953945884,290.0,306.01344841269827
251,SINK_M,SimpleCase,Actuator,M.B,16,1,11,1,ServiceA,0,306.0408168758091,306.0408168758091,297.0440070671963,306.0408168758091
248,SINK_M,SimpleCase,Actuator,M.B,3,1,13,1,ServiceA,0,307.04126687580924,307.04126687580924,296.2843428282829,307.04126687580924
271,COMP_M,SimpleCase,ServiceA,M.A,0,15,0,10,Sensor,4.968944099378882,308.0138924242422,312.9828365236211,301.0,308.0138924242422
267,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,309.0000698515768,309.0000698515768,307.0000602040815,309.0000698515768
254,SINK_M,SimpleCase,Actuator,M.B,13,1,8,1,ServiceA,0,310.00007439703137,310.00007439703137,300.9511649382715,310.00007439703137
278,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,310.00010187074804,320.00010187074804,308.0,310.00010187074804
265,COMP_M,SimpleCase,ServiceA,M.A,0,4,0,14,Sensor,2.2857142857142856,310.01378274853784,312.2994970342521,293.0,310.01378274853784
272,COMP_M,SimpleCase,ServiceA,M.A,0,16,0,11,Sensor,5.031446540880503,310.0140605263156,315.04550706719607,302.0,310.0140605263156
268,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,311.0000789424859,311.0000789424859,308.9385653431764,311.0000789424859
279,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,311.0001095238093,319.9386570098428,309.0,311.0001095238093
253,SINK_M,SimpleCase,Actuator,M.B,2,1,12,1,ServiceA,0,312.00008348794046,312.00008348794046,299.3116227969348,312.00008348794046
273,COMP_M,SimpleCase,ServiceA,M.A,0,13,0,8,Sensor,4.938271604938271,312.0142266666664,316.95249827160467,303.0,312.0142266666664
266,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,312.9552645131082,321.944028558052,294.0,295.00004166666656
269,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,313.000088033395,313.000088033395,310.876570402859,313.000088033395
281,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,313.0001271929822,322.87667040285874,311.0,313.0001271929822
261,SINK_M,SimpleCase,Actuator,M.B,14,1,9,1,ServiceA,0,314.00009257884955,314.00009257884955,305.0132277777777,314.00009257884955
282,COMP_M,SimpleCase,ServiceA,M.A,0,9,0,4,Sensor,9.937888198757763,315.0000183333333,324.93790653209106,313.0,315.0000183333333
270,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,315.0000971243041,315.0000971243041,311.9379231987577,315.0000971243041
264,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,316.00010166975864,316.00010166975864,312.9552645131082,316.00010166975864
263,SINK_M,SimpleCase,Actuator,M.B,12,1,7,1,ServiceA,0,317.0001062152132,317.0001062152132,308.07684113924034,317.0001062152132
274,COMP_M,SimpleCase,ServiceA,M.A,0,2,0,12,Sensor,2.2988505747126435,317.0144388888886,319.3132894636012,304.0,317.0144388888886
259,SINK_M,SimpleCase,Actuator,M.B,6,1,16,1,ServiceA,0,318.0001107606677,318.0001107606677,304.3053793699522,318.0001107606677
276,COMP_M,SimpleCase,ServiceA,M.A,0,14,0,9,Sensor,5.0,318.01472777777747,323.01472777777747,306.0,318.01472777777747
262,SINK_M,SimpleCase,Actuator,M.B,5,1,15,1,ServiceA,0,319.04176687580934,319.04176687580934,308.26696953945884,319.04176687580934
280,COMP_M,SimpleCase,ServiceA,M.A,0,12,0,7,Sensor,5.063291139240507,321.01504999999963,326.07834113924014,310.0,321.01504999999963
271,SINK_M,SimpleCase,Actuator,M.B,15,1,10,1,ServiceA,0,321.0418502091427,321.0418502091427,312.9828365236211,321.0418502091427
288,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,321.944028558052,330.93279260299585,319.0,320.0000583333332
289,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,322.000076190476,330.93862367650956,320.0,322.000076190476
275,COMP_M,SimpleCase,ServiceA,M.A,0,3,0,13,Sensor,2.272727272727273,322.0145044444441,324.2872317171714,305.0,322.0145044444441
279,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,322.04185475459724,322.04185475459724,319.9386570098428,322.04185475459724
278,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,323.0418593000518,323.0418593000518,320.00010187074804,323.0418593000518
290,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,324.0000185374149,334.0000185374149,322.0,324.0000185374149
283,COMP_M,SimpleCase,ServiceA,M.A,0,15,0,10,Sensor,4.968944099378882,324.01522575757537,328.9841698569542,314.0,324.01522575757537
266,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,324.0418638455063,324.0418638455063,321.944028558052,324.0418638455063
291,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,325.00002719298243,334.876570402859,323.0,325.00002719298243
272,SINK_M,SimpleCase,Actuator,M.B,16,1,11,1,ServiceA,0,325.0418683909609,325.0418683909609,315.04550706719607,325.0418683909609
277,COMP_M,SimpleCase,ServiceA,M.A,0,6,0,16,Sensor,2.292263610315186,326.0145602040813,328.30682381439647,307.0,326.0145602040813
281,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,326.0418729364154,326.0418729364154,322.87667040285874,326.0418729364154
293,COMP_M,SimpleCase,ServiceA,M.A,0,9,0,4,Sensor,9.937888198757763,327.0000433333332,336.937931532091,325.0,327.0000433333332
265,SINK_M,SimpleCase,Actuator,M.B,4,1,14,1,ServiceA,0,327.04187748186996,327.04187748186996,312.2994970342521,327.04187748186996
285,COMP_M,SimpleCase,ServiceA,M.A,0,16,0,11,Sensor,5.031446540880503,328.01556052631537,333.04700706719586,316.0,328.01556052631537
282,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,328.0418820273245,328.0418820273245,324.93790653209106,328.0418820273245
273,SINK_M,SimpleCase,Actuator,M.B,13,1,8,1,ServiceA,0,329.04188657277905,329.04188657277905,316.95249827160467,329.04188657277905
284,COMP_M,SimpleCase,ServiceA,M.A,0,4,0,14,Sensor,2.2857142857142856,330.0154494152043,332.30116370091855,315.0,330.0154494152043
286,COMP_M,SimpleCase,ServiceA,M.A,0,13,0,8,Sensor,4.938271604938271,330.0157266666662,334.95399827160446,317.0,330.0157266666662
274,SINK_M,SimpleCase,Actuator,M.B,2,1,12,1,ServiceA,0,330.0418911182336,330.0418911182336,319.3132894636012,330.0418911182336
276,SINK_M,SimpleCase,Actuator,M.B,14,1,9,1,ServiceA,0,331.04226687580945,331.04226687580945,323.01472777777747,331.04226687580945
297,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,332.00002499999994,340.98878904494376,331.0,332.00002499999994
288,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,332.042271421264,332.042271421264,330.93279260299585,332.042271421264
289,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,333.04227596671853,333.04227596671853,330.93862367650956,333.04227596671853
298,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,334.0000428571428,342.9385903431763,332.0,334.0000428571428
292,COMP_M,SimpleCase,ServiceA,M.A,0,14,0,9,Sensor,5.0,334.0160611111106,339.0160611111106,324.0,334.0160611111106
280,SINK_M,SimpleCase,Actuator,M.B,12,1,7,1,ServiceA,0,334.0422805121731,334.0422805121731,326.07834113924014,334.0422805121731
275,SINK_M,SimpleCase,Actuator,M.B,3,1,13,1,ServiceA,0,335.04243354247615,335.04243354247615,324.2872317171714,335.04243354247615
287,COMP_M,SimpleCase,ServiceA,M.A,0,5,0,15,Sensor,2.2535211267605635,336.0159484126979,338.2694695394585,318.0,336.0159484126979
290,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,336.0424380879307,336.0424380879307,334.0000185374149,336.0424380879307
301,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,337.0000685374148,347.0000685374148,335.0,337.0000685374148
295,COMP_M,SimpleCase,ServiceA,M.A,0,12,0,7,Sensor,5.063291139240507,337.0163833333328,342.0796744725733,329.0,337.0163833333328
291,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,337.04244263338524,337.04244263338524,334.876570402859,337.04244263338524
302,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,338.0000771929823,347.87662040285886,336.0,338.0000771929823
283,SINK_M,SimpleCase,Actuator,M.B,15,1,10,1,ServiceA,0,338.0424471788398,338.0424471788398,328.9841698569542,338.0424471788398
303,COMP_M,SimpleCase,ServiceA,M.A,0,9,0,4,Sensor,9.937888198757763,339.0000849999998,348.93797319875756,337.0,339.0000849999998
294,COMP_M,SimpleCase,ServiceA,M.A,0,2,0,12,Sensor,2.2988505747126435,339.0162722222217,341.3151227969343,326.0,339.0162722222217
293,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,339.0424517242943,339.0424517242943,336.937931532091,339.0424517242943
296,COMP_M,SimpleCase,ServiceA,M.A,0,15,0,10,Sensor,4.968944099378882,340.0165590909085,344.9855031902874,330.0,340.0165590909085
277,SINK_M,SimpleCase,Actuator,M.B,6,1,16,1,ServiceA,0,340.04245626974887,340.04245626974887,328.30682381439647,340.04245626974887
285,SINK_M,SimpleCase,Actuator,M.B,16,1,11,1,ServiceA,0,341.0426835424762,341.0426835424762,333.04700706719586,341.0426835424762
297,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,342.04268808793074,342.04268808793074,340.98878904494376,342.04268808793074
307,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,343.0000083333333,351.98877237827713,342.0,343.0000083333333
286,SINK_M,SimpleCase,Actuator,M.B,13,1,8,1,ServiceA,0,343.04276687580955,343.04276687580955,334.95399827160446,343.04276687580955
300,COMP_M,SimpleCase,ServiceA,M.A,0,16,0,11,Sensor,5.031446540880503,344.0168938596485,349.048340400529,334.0,344.0168938596485
298,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,344.9385996505356,344.9385996505356,342.9385903431763,344.9385996505356
308,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,345.00002619047615,353.9385736765097,343.0,345.00002619047615
284,SINK_M,SimpleCase,Actuator,M.B,4,1,14,1,ServiceA,0,345.93860419599014,345.93860419599014,332.30116370091855,345.93860419599014
299,COMP_M,SimpleCase,ServiceA,M.A,0,4,0,14,Sensor,2.2857142857142856,346.0167827485374,348.3024970342517,333.0,346.0167827485374
304,COMP_M,SimpleCase,ServiceA,M.A,0,13,0,8,Sensor,4.938271604938271,346.01705999999933,350.9553316049376,338.0,346.01705999999933
292,SINK_M,SimpleCase,Actuator,M.B,14,1,9,1,ServiceA,0,347.04293354247625,347.04293354247625,339.0160611111106,347.04293354247625
301,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,349.00007818491014,349.00007818491014,347.0000685374148,349.00007818491014
313,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,350.0000685374148,360.0000685374148,348.0,350.0000685374148
295,SINK_M,SimpleCase,Actuator,M.B,12,1,7,1,ServiceA,0,350.0000827303647,350.0000827303647,342.0796744725733,350.0000827303647
306,COMP_M,SimpleCase,ServiceA,M.A,0,14,0,9,Sensor,5.0,350.01739444444377,355.01739444444377,340.0,350.01739444444377
314,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,351.0000771929823,360.87662040285886,349.0,351.0000771929823
302,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,351.0000872758192,351.0000872758192,347.87662040285886,351.0000872758192
309,COMP_M,SimpleCase,ServiceA,M.A,0,12,0,7,Sensor,5.063291139240507,351.0175499999993,356.0808411392398,344.0,351.0175499999993
315,COMP_M,SimpleCase,ServiceA,M.A,0,9,0,4,Sensor,9.937888198757763,352.0000849999998,361.93797319875756,350.0,352.0000849999998
303,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,352.00009182127377,352.00009182127377,348.93797319875756,352.00009182127377
305,COMP_M,SimpleCase,ServiceA,M.A,0,5,0,15,Sensor,2.2535211267605635,352.0172817460311,354.27080287279165,339.0,352.0172817460311
317,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,353.00009166666644,361.98885571161026,352.0,353.00009166666644
287,SINK_M,SimpleCase,Actuator,M.B,5,1,15,1,ServiceA,0,353.0000963667283,353.0000963667283,338.2694695394585,353.0000963667283
307,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,354.00010091218286,354.00010091218286,351.98877237827713,354.00010091218286
310,COMP_M,SimpleCase,ServiceA,M.A,0,15,0,10,Sensor,4.968944099378882,354.017725757575,358.9866698569539,345.0,354.017725757575
296,SINK_M,SimpleCase,Actuator,M.B,15,1,10,1,ServiceA,0,355.0001054576374,355.0001054576374,344.9855031902874,355.0001054576374
294,SINK_M,SimpleCase,Actuator,M.B,2,1,12,1,ServiceA,0,356.00011000309195,356.00011000309195,341.3151227969343,356.00011000309195
319,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,356.0001178571426,364.9386653431761,354.0,356.0001178571426
308,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,357.0001145485465,357.0001145485465,353.9385736765097,357.0001145485465
300,SINK_M,SimpleCase,Actuator,M.B,16,1,11,1,ServiceA,0,358.00011909400104,358.00011909400104,349.048340400529,358.00011909400104
311,COMP_M,SimpleCase,ServiceA,M.A,0,2,0,12,Sensor,2.2988505747126435,359.0179388888881,361.31678946360074,346.0,359.0179388888881
304,SINK_M,SimpleCase,Actuator,M.B,13,1,8,1,ServiceA,0,359.04343354247635,359.04343354247635,350.9553316049376,359.04343354247635
316,COMP_M,SimpleCase,ServiceA,M.A,0,16,0,11,Sensor,5.031446540880503,360.01822719298167,365.04967373386216,351.0,360.01822719298167
299,SINK_M,SimpleCase,Actuator,M.B,4,1,14,1,ServiceA,0,361.0435168758097,361.0435168758097,348.3024970342517,361.0435168758097
318,COMP_M,SimpleCase,ServiceA,M.A,0,13,0,8,Sensor,4.938271604938271,362.0183933333325,366.95666493827076,353.0,362.0183933333325
313,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,362.04352142126424,362.04352142126424,360.0000685374148,362.04352142126424
326,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,363.00004166666656,371.9888057116104,362.0,363.00004166666656
325,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,363.00004353741485,373.00004353741485,361.0,363.00004353741485
314,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,363.0435259667188,363.0435259667188,360.87662040285886,363.0435259667188
312,COMP_M,SimpleCase,ServiceA,M.A,0,3,0,13,Sensor,2.272727272727273,364.01800444444365,366.2907317171709,347.0,364.01800444444365
317,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,364.04353051217333,364.04353051217333,361.98885571161026,364.04353051217333
327,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,365.0000605263157,374.87660373619224,363.0,365.0000605263157
306,SINK_M,SimpleCase,Actuator,M.B,14,1,9,1,ServiceA,0,365.0435350576279,365.0435350576279,355.01739444444377,365.0435350576279
328,COMP_M,SimpleCase,ServiceA,M.A,0,9,0,4,Sensor,9.937888198757763,366.00006833333316,375.93795653209094,364.0,366.00006833333316
321,COMP_M,SimpleCase,ServiceA,M.A,0,14,0,9,Sensor,5.0,366.0187277777769,371.0187277777769,356.0,366.0187277777769
315,SINK_M,SimpleCase,Actuator,M.B,9,1,4,1,ServiceA,0,366.0435396030824,366.0435396030824,361.93797319875756,366.0435396030824
329,COMP_M,SimpleCase,ServiceA,M.A,0,10,0,5,Sensor,8.938547486033519,367.000076190476,375.93862367650956,365.0,367.000076190476
322,COMP_M,SimpleCase,ServiceA,M.A,0,12,0,7,Sensor,5.063291139240507,367.01888333333244,372.08217447257294,358.0,367.01888333333244
309,SINK_M,SimpleCase,Actuator,M.B,12,1,7,1,ServiceA,0,367.04354414853697,367.04354414853697,356.0808411392398,367.04354414853697
320,COMP_M,SimpleCase,ServiceA,M.A,0,4,0,14,Sensor,2.2857142857142856,368.0186160818705,370.3043303675848,355.0,368.0186160818705
319,SINK_M,SimpleCase,Actuator,M.B,10,1,5,1,ServiceA,0,368.0435486939915,368.0435486939915,364.9386653431761,368.0435486939915
305,SINK_M,SimpleCase,Actuator,M.B,5,1,15,1,ServiceA,0,369.04355323944606,369.04355323944606,354.27080287279165,369.04355323944606
323,COMP_M,SimpleCase,ServiceA,M.A,0,15,0,10,Sensor,4.968944099378882,370.0190590909082,374.98800319028703,359.0,370.0190590909082
310,SINK_M,SimpleCase,Actuator,M.B,15,1,10,1,ServiceA,0,370.0435577849006,370.0435577849006,358.9866698569539,370.0435577849006
311,SINK_M,SimpleCase,Actuator,M.B,2,1,12,1,ServiceA,0,371.04393354247645,371.04393354247645,361.31678946360074,371.04393354247645
326,SINK_M,SimpleCase,Actuator,M.B,7,1,2,1,ServiceA,0,372.9888102570649,372.9888102570649,371.9888057116104,372.9888102570649
334,COMP_M,SimpleCase,ServiceA,M.A,0,7,0,2,Sensor,8.98876404494382,373.0000166666666,381.98878071161045,372.0,373.0000166666666
316,SINK_M,SimpleCase,Actuator,M.B,16,1,11,1,ServiceA,0,373.98881480251947,373.98881480251947,365.04967373386216,373.98881480251947
330,COMP_M,SimpleCase,ServiceA,M.A,0,16,0,11,Sensor,5.031446540880503,374.0193938596482,379.05084040052867,366.0,374.0193938596482
325,SINK_M,SimpleCase,Actuator,M.B,11,1,6,1,ServiceA,0,375.0000531849102,375.0000531849102,373.00004353741485,375.0000531849102
336,COMP_M,SimpleCase,ServiceA,M.A,0,11,0,6,Sensor,10.0,376.00004353741485,386.00004353741485,374.0,376.00004353741485
318,SINK_M,SimpleCase,Actuator,M.B,13,1,8,1,ServiceA,0,376.00005773036474,376.00005773036474,366.95666493827076,376.00005773036474
324,COMP_M,SimpleCase,ServiceA,M.A,0,5,0,15,Sensor,2.2535211267605635,376.0192817460308,378.2728028727914,360.0,376.0192817460308
331,COMP_M,SimpleCase,ServiceA,M.A,0,13,0,8,Sensor,4.938271604938271,376.019559999999,380.95783160493727,368.0,376.019559999999
337,COMP_M,SimpleCase,ServiceA,M.A,0,8,0,3,Sensor,9.876543209876543,377.00005219298237,386.8765954028589,375.0,377.00005219298237
327,SINK_M,SimpleCase,Actuator,M.B,8,1,3,1,ServiceA,0,377.0000622758193,377.0000622758193,374.87660373619224,377.0000622758193
